id,headline,person,stages,investment_locations,location,position,min_investment,max_investment,target_investment,headline,previous_position,previous_firm,areas_of_interest_freeform,no_current_interest_freeform,vote_count,firm,degrees,investments_on_record
5478,Partner at Maven Ventures,Sara Thomas Deshpande,Pre-seed,"San Francisco, California","San Francisco, California",general_partner,750000,1500000,1000000,Partner at Maven Ventures,,,,,14,Maven Ventures,"{'id': '6377', 'name': 'BSBA', 'field_of_study': 'Finance, Spanish', 'school': {'id': '39378', 'name': 'Xavier University', 'display_name': 'Xavier University', 'total_student_count': 1}}","{'id': '61358', 'company_display_name': 'Daybreak Health', 'total_raised': ['$25M'], 'coinvestor_names': ['Rebecca Kaden (Union Square Ventures)', 'Faye Sahai (Vinaj Ventures)', 'Jim Scheinman (Maven Ventures)', 'Deborah Quazzo (GSV Acceleration)'], 'investor_profile_funding_rounds': [{'id': '131996', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '43577', 'stage': 'Seed Round', 'date': '2021-02-09T00:00:00Z', 'amount': '$1.8M'}}]}"
10133,I love marketplaces.,Josh Breinlinger,Series B,"San Francisco, California","San Francisco, California",general_partner,100000,3000000,1000000,I love marketplaces.,,,"I love marketplaces, especially ones that enhance productivity, lower costs, and have big moats.

Founding team at oDesk and Rev.  Investor OfferUp, Alto Pharmacy, Crexi, and more.","I love SaaS too, but better to pitch one of my partners Pete Solvik or Greg Gretsch.   I don't do much pre-launch either.",41,Turtle Ventures,"{'id': '7632', 'name': None, 'field_of_study': None, 'school': {'id': '28863', 'name': 'MIT', 'display_name': 'MIT', 'total_student_count': 39}}","{'id': '14879', 'company_display_name': 'Contently', 'total_raised': ['$18M'], 'coinvestor_names': ['Eric Paley (Founder Collective)', 'Matt Gorin (Contour Venture Partners)', 'Bill Pescatello (Lightbank)', 'Andrew Mitchell (Brand Foundry Ventures)', 'David Lerner (RTP Ventures)'], 'investor_profile_funding_rounds': [{'id': '49396', 'is_lead': False, 'board_role': {'id': '6278', 'title': 'Member of the Board of Directors'}, 'funding_round': {'id': '11044', 'stage': 'Series C', 'date': '2016-11-02T00:00:00Z', 'amount': '$7M'}}, {'id': '15056', 'is_lead': True, 'board_role': {'id': '6278', 'title': 'Member of the Board of Directors'}, 'funding_round': {'id': '5923', 'stage': 'Series B', 'date': '2014-01-15T00:00:00Z', 'amount': '$9M'}}]}"
8063,General Partner at Polaris Partners,Gary Swart,Series A,Atherton,Atherton,general_partner,300000,2000000,500000,General Partner at Polaris Partners,,,I am passionate about b2b saas companies focused on the future of work and healthcare technology,I typically do not do consumer deals,37,Polaris Partners,"{'id': '5578', 'name': 'BS', 'field_of_study': 'Business', 'school': {'id': '28669', 'name': 'University of Maryland', 'display_name': 'University of Maryland', 'total_student_count': 8}}","{'id': '17207', 'company_display_name': 'Qstream', 'total_raised': ['$15M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '45283', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '26225', 'stage': 'Series B', 'date': '2016-12-01T00:00:00Z', 'amount': '$15M'}}]}"
8604,General Partner at Battery Ventures investing in SaaS and consumer companies,Roger Lee,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,250000,60000000,20000000,General Partner at Battery Ventures investing in SaaS and consumer companies,,,,,10,Battery Ventures,"{'id': '684', 'name': 'Bachelor of Arts (B.A.)', 'field_of_study': 'Political Science', 'school': {'id': '25402', 'name': 'Yale University', 'display_name': 'Yale University', 'total_student_count': 97}}","{'id': '50942', 'company_display_name': 'Upsight', 'total_raised': ['$18M'], 'coinvestor_names': ['Auren Hoffman (Flex Capital)', 'Eric Kim (Goodwater Capital)', 'Mike Sego', 'James Hong'], 'investor_profile_funding_rounds': [{'id': '46503', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '26833', 'stage': 'Series B', 'date': '2011-11-10T00:00:00Z', 'amount': '$12M'}}]}"
16931,GP of the Ride Home AI Fund,Chris Messina,Seed,"Oakland, California","Oakland, California",general_partner,100000,5000000,1500000,GP of the Ride Home AI Fund,,,,,5,Ride Home Fund,"{'id': '9206', 'name': 'BFA', 'field_of_study': 'Communication Design', 'school': {'id': '25268', 'name': 'Carnegie Mellon University', 'display_name': 'Carnegie Mellon University', 'total_student_count': 57}}","{'id': '62213', 'company_display_name': 'Racket.com', 'total_raised': ['$3M'], 'coinvestor_names': ['Jackson Moses (Afore Capital)', 'Stu Smith (Coughdrop Capital)', 'Jason Calacanis (LAUNCH)', 'Waseem Daher', 'Rob May'], 'investor_profile_funding_rounds': [{'id': '139777', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '53562', 'stage': 'Seed Round', 'date': '2021-11-16T00:00:00Z', 'amount': '$3M'}}]}"
9992,Entrepreneur and Investor,Justin Kan,Seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,500000,3000000,1750000,Entrepreneur and Investor,,,,,14,Goat Capital,"{'id': '8496', 'name': '', 'field_of_study': 'Physics and Philosophy', 'school': {'id': '25402', 'name': 'Yale University', 'display_name': 'Yale University', 'total_student_count': 97}}","{'id': '23475', 'company_display_name': 'LE TOTE', 'total_raised': ['$63M'], 'coinvestor_names': ['Geoff Ralston (Y Combinator)', 'Paul Buchheit (Y Combinator)', 'Philippe Suchet (PS Investments)', 'Tak Miyata (Scrum Ventures)', 'Scott Stanford (ACME Capital)', 'Joanne Wilson (Gotham Gal Ventures)', 'Daniel Curran (Curran Rosschou Venture Capital)', 'Tikhon Bernstam', 'Sam Altman', 'Anthony Saleh'], 'investor_profile_funding_rounds': [{'id': '15595', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '2028', 'stage': 'Seed Round', 'date': '2013-08-29T00:00:00Z', 'amount': '$3.7M'}}]}"
6454,General Partner at ICONIQ Growth,Doug Pepper,Series B,"Burlingame, California","Burlingame, California",general_partner,5000000,100000000,20000000,General Partner at ICONIQ Growth,,,,,8,ICONIQ Capital,"{'id': '2511', 'name': 'MBA', 'field_of_study': 'Business', 'school': {'id': '25258', 'name': 'Stanford University Graduate School of Business', 'display_name': 'Stanford University Graduate School of Business', 'total_student_count': 249}}","{'id': '22323', 'company_display_name': 'Varolii', 'total_raised': ['$26M'], 'coinvestor_names': ['William (Bill) Bryant (Threshold Ventures)', 'Raj Atluru (Element Partners)', 'John Malloy (BlueRun Ventures)'], 'investor_profile_funding_rounds': [{'id': '8595', 'is_lead': False, 'board_role': {'id': '3489', 'title': 'Member of the Board of Directors'}, 'funding_round': {'id': '3196', 'stage': 'Series D', 'date': '2011-07-26T00:00:00Z', 'amount': '$8M'}}, {'id': '141723', 'is_lead': True, 'board_role': {'id': '3489', 'title': 'Member of the Board of Directors'}, 'funding_round': {'id': '76727', 'stage': 'Series C', 'date': '2002-08-26T00:00:00Z', 'amount': '$15M'}}]}"
5581,,Mike Walsh,Seed,"San Francisco, California",,general_partner,150000,1500000,400000,,,,,,12,Structure Capital,"{'id': '6175', 'name': 'MBA', 'field_of_study': 'Business', 'school': {'id': '29778', 'name': 'Columbia University', 'display_name': 'Columbia University', 'total_student_count': 10}}","{'id': '41228', 'company_display_name': 'Friend Trusted', 'total_raised': [], 'coinvestor_names': ['Leo Polovets (Susa Ventures)', 'Andrew Boszhardt (Great Oaks Venture Capital)', 'Parker Thompson (TNT Venture)', 'Jeremie Berrebi (Magical Capital)', 'Adrián García (Carao Ventures)', 'Christine Tsai (500 Global)', 'Ian McNish', 'Ben Lin'], 'investor_profile_funding_rounds': [{'id': '63252', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '2896', 'stage': 'Seed Round', 'date': '2013-11-03T00:00:00Z', 'amount': '0'}}]}"
6400,General Partner at Spark Capital,Nabeel Hyatt,Pre-seed,"San Francisco, California","San Francisco, California",general_partner,500000,25000000,10000000,General Partner at Spark Capital,,,"Primarily a consumer and marketplace investor, Nabeel seeks out entrepreneurs who develop that rare combination of design and technology to transform markets. He looks for products in which the underlying technology can be complex, but are presented as a simple, magical experience to the people who use them. This is more about characteristics of the company & founders than markets, so I spend time in everything from robotics to social media to hospitality to on demand economy.","Not interested in non-product experiences, so deep enterprise software where the end consumer is not the buyer is likely not a fit.",23,Spark Capital,,"{'id': '10306', 'company_display_name': 'Postmates', 'total_raised': ['$680M'], 'coinvestor_names': ['Scott Shleifer (Tiger Global Management)', 'Brian Singerman (Founders Fund)', 'Peter Thiel (Founders Fund)', 'Jeff Clavier (Uncork Capital)', 'Andy McLoughlin (Uncork Capital)', 'Thomas Korte (AngelPad)', 'Kenneth Ballenegger (Oyster Ventures)', 'Carine Magescas (AngelPad)', 'Jack Abraham (Atomic)', 'Dave Morin (Offline Ventures)', 'Lee Fixel (Addition)', 'Kevin Durant (Thirty Five Ventures)', 'Dana Stalder (Matrix)', 'Paige Craig (Outlander Labs)', 'David Wu (Maveron)', 'Rashaun Williams', 'Phil Quist', 'Ravi Grover'], 'investor_profile_funding_rounds': [{'id': '64671', 'is_lead': None, 'board_role': {'id': '12466', 'title': 'Board Member'}, 'funding_round': {'id': '11901', 'stage': 'Series D', 'date': '2015-06-25T00:00:00Z', 'amount': '$80M'}}, {'id': '64672', 'is_lead': True, 'board_role': {'id': '12466', 'title': 'Board Member'}, 'funding_round': {'id': '4165', 'stage': 'Series C', 'date': '2015-02-20T00:00:00Z', 'amount': '$35M'}}, {'id': '64675', 'is_lead': True, 'board_role': {'id': '12466', 'title': 'Board Member'}, 'funding_round': {'id': '4687', 'stage': 'Series B', 'date': '2014-02-18T00:00:00Z', 'amount': '$16M'}}]}"
5743,Founder & General Partner at Commerce Ventures,Dan Rosen,Seed,"San Francisco, California","San Francisco, California",general_partner,1000000,5000000,3000000,Founder & General Partner at Commerce Ventures,,,"Interested in technology-based, digital innovations that will help shape the future of Retail and Financial Services.",,19,Commerce Ventures,,"{'id': '17021', 'company_display_name': 'Socure', 'total_raised': ['$660M'], 'coinvestor_names': ['John Locke (Accel)', ""Rory O'Driscoll (Scale Venture Partners)"", 'Micah Rosenbloom (Founder Collective)', 'Gaurav Jain (Afore Capital)', 'Igor Ryabenkiy (Altair Capital Management)', 'Jonathan Lehr (Work-Bench)', 'Sergey Gribov (Flint Capital)', 'Luis Valdich (Citi Ventures)', 'John Curtius (Cedar Capital Group)', 'Amit Jhawar'], 'investor_profile_funding_rounds': [{'id': '83537', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '46063', 'stage': 'Series E', 'date': '2021-11-09T00:00:00Z', 'amount': '$450M'}}, {'id': '68493', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38137', 'stage': 'Series D', 'date': '2021-03-16T00:00:00Z', 'amount': '$100M'}}, {'id': '68495', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38130', 'stage': 'Series C', 'date': '2020-08-25T00:00:00Z', 'amount': '$35M'}}, {'id': '68498', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38139', 'stage': 'Series C', 'date': '2019-02-28T00:00:00Z', 'amount': '$30M'}}, {'id': '39432', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '16091', 'stage': 'Series B', 'date': '2017-08-09T00:00:00Z', 'amount': '$14M'}}, {'id': '140116', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '67528', 'stage': 'Series B', 'date': '2017-07-24T00:00:00Z', 'amount': '$14M'}}]}"
8185,General Partner at Benchmark,Sarah Tavel,Series A,"San Francisco, California","San Francisco, California",general_partner,4000000,30000000,12000000,General Partner at Benchmark,,,"I focus on consumer marketplaces and transactional businesses, particularly those that provide a 10x experience to consumers and save them money.",Businesses that would basically be the same w/o software.,47,Benchmark,"{'id': '5913', 'name': 'A.B.', 'field_of_study': 'Philosophy (cum laude)', 'school': {'id': '25380', 'name': 'Harvard University', 'display_name': 'Harvard University', 'total_student_count': 175}}","{'id': '17712', 'company_display_name': 'Chainalysis', 'total_raised': ['$370M'], 'coinvestor_names': ['Fred Ehrsam (Paradigm)', 'Sigal Mandelker (Ribbit Capital)', 'Philippe Botteri (Accel)', 'Kris Fredrickson (Coatue)', 'Jenny Fielding (Everywhere Ventures (The Fund))', 'Koichiro Nakamura (Sozo Ventures)', 'Ashton Kutcher (Sound Ventures)', 'Nico Wittenborn (Adjacent)', 'Ash Egan (Archetype)', 'Maia Heymann (Converge Venture Partners)'], 'investor_profile_funding_rounds': [{'id': '25119', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '15859', 'stage': 'Series A', 'date': '2018-04-05T00:00:00Z', 'amount': '$16M'}}]}"
6907,General Partner at Susa Ventures,Leo Polovets,Series B,"Miami, Florida","Miami, Florida",general_partner,1000000,1500000,1250000,General Partner at Susa Ventures,,,,"We're open to any company with good moat potential. We do a lot of b2b investing. On the b2c side, we typically look for companies that monetize users directly rather than through ads.",37,Susa Ventures,"{'id': '2819', 'name': 'BS with Honors', 'field_of_study': 'Computer Science', 'school': {'id': '25566', 'name': 'California Institute of Technology', 'display_name': 'California Institute of Technology', 'total_student_count': 14}}","{'id': '10792', 'company_display_name': 'Casetext', 'total_raised': ['$21M'], 'coinvestor_names': ['Chad Byers (Susa Ventures)', 'John Buttrick (Union Square Ventures)', 'David Tisch (BoxGroup)', 'Adam Rothenberg (BoxGroup)', 'Avichal Garg (Electric Capital)', 'Darian Shirazi (Gradient Ventures)', 'Ben Davenport (Blockchain Capital)', 'David Beyer (Amplify Partners)', 'Paul Buchheit (Y Combinator)', 'Ilya Sukhar (Matrix)', 'Kevin Moore (KRM Interests LLC)', 'Charlie Cheever'], 'investor_profile_funding_rounds': [{'id': '64827', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '4795', 'stage': 'Series A', 'date': '2015-02-03T00:00:00Z', 'amount': '$7M'}}, {'id': '64829', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '2403', 'stage': 'Seed Round', 'date': '2013-10-01T00:00:00Z', 'amount': '$1.8M'}}]}"
5652,General Partner at Canaan Partners,Hrach Simonian,Series A,"Menlo Park, California","Menlo Park, California",general_partner,250000,20000000,10000000,General Partner at Canaan Partners,,,,,8,Canaan Partners,"{'id': '6690', 'name': 'BS', 'field_of_study': 'Electrical Engineering', 'school': {'id': '25492', 'name': 'University of California, Los Angeles', 'display_name': 'University of California, Los Angeles', 'total_student_count': 53}}","{'id': '51072', 'company_display_name': 'RealtyMogul', 'total_raised': ['$45M'], 'coinvestor_names': ['David S. Rose (True Global Ventures)', 'Jilliene Helman (XFactor Ventures)'], 'investor_profile_funding_rounds': [{'id': '38104', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '22335', 'stage': 'Series B', 'date': '2015-07-14T00:00:00Z', 'amount': '$35M'}}, {'id': '38103', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '22334', 'stage': 'Series A', 'date': '2014-03-27T00:00:00Z', 'amount': '$9M'}}]}"
11030,General Partner at Montage Ventures,Matthew Murphy,Seed,"Salt Lake City, Utah","Menlo Park, California",general_partner,500000,2000000,1000000,General Partner at Montage Ventures,,,I'm excited about companies in the FinTech space that leverage technology to create better consumer experiences in these highly regulated industries.,,16,Montage Ventures,"{'id': '6666', 'name': None, 'field_of_study': None, 'school': {'id': '25422', 'name': 'Santa Clara University', 'display_name': 'Santa Clara University', 'total_student_count': 31}}","{'id': '53262', 'company_display_name': 'CreditShop LLC', 'total_raised': ['$35M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '51050', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '29185', 'stage': 'Series A', 'date': '2015-01-22T00:00:00Z', 'amount': '$35M'}}]}"
8172,General Partner at Bungalow Capital,David Ambrose,Pre-seed,"New York, New York","New York, New York",general_partner,100000,1000000,1000000,General Partner at Bungalow Capital,,,"Focus areas: online travel (consumer and enterprise), local (technologies for SMBs), vertical media (direct response driven) and e-commerce (brands).","Areas we don't focus on: healthcare, hardware or AR/VR (virtual reality, not vacation rentals!).",29,Bungalow Capital,"{'id': '3838', 'name': 'AB (Cum Laude)', 'field_of_study': 'German', 'school': {'id': '25849', 'name': 'Georgetown University', 'display_name': 'Georgetown University', 'total_student_count': 42}}","{'id': '58462', 'company_display_name': 'SchoolHouse', 'total_raised': ['$8.1M'], 'coinvestor_names': ['Chris Paik (Pace Capital)', 'Matthew Ziskie (Bungalow Capital)'], 'investor_profile_funding_rounds': [{'id': '77481', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38693', 'stage': 'Seed Round', 'date': '2021-04-08T00:00:00Z', 'amount': '$8.1M'}}]}"
9563,Founder and General Partner at Emergence Capital,Jason Green,Series A,"San Mateo, California","San Mateo, California",general_partner,1000000,12000000,8000000,Founder and General Partner at Emergence Capital,,,,,5,Emergence Capital,"{'id': '2076', 'name': 'Master of Business Administration (MBA)', 'field_of_study': None, 'school': {'id': '25192', 'name': 'Harvard Business School', 'display_name': 'Harvard Business School', 'total_student_count': 310}}","{'id': '51083', 'company_display_name': 'Cotap Inc.', 'total_raised': ['$16M'], 'coinvestor_names': ['George Zachary (CRV)'], 'investor_profile_funding_rounds': [{'id': '118407', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '22370', 'stage': 'Series B', 'date': '2014-01-28T00:00:00Z', 'amount': '$10M'}}]}"
